"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Lindsay J.M.","Lindsay, J. Michael (14052180200)","14052180200","PlumX from Plum Analytics: Not Just Altmetrics","2016","Journal of Electronic Resources in Medical Libraries","13","1","","8","17","9","37","10.1080/15424065.2016.1142836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964199919&doi=10.1080%2f15424065.2016.1142836&partnerID=40&md5=6265bedf90f35350e6cbcd1495deee81","Article","Final","","Scopus","2-s2.0-84964199919"
"Malone T.; Burke S.","Malone, Tara (57191432360); Burke, Susan (22833663600)","57191432360; 22833663600","Academic librarians' knowledge of bibliometrics and altmetrics","2016","Evidence Based Library and Information Practice","11","3","","34","49","15","33","10.18438/B85G9J","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990070567&doi=10.18438%2fB85G9J&partnerID=40&md5=bb0c469eb15a7a6ad5fbb9e5c3c0e7de","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84990070567"
"Tsay M.-Y.; Tseng L.-L.","Tsay, Ming-Yueh (56236576600); Tseng, Ling-Li (56522443400)","56236576600; 56522443400","An introductory review of altmetrics","2014","Journal of Educational Media and Library Sciences","51","SpecialIssue","","91","120","29","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923197603&partnerID=40&md5=971d2b734d220446aefb78f6a9ba576a","Article","Final","","Scopus","2-s2.0-84923197603"
"Konkiel S.; Piwowar H.; Priem J.","Konkiel, Stacy (55825367700); Piwowar, Heather (25122628200); Priem, Jason (36455008000)","55825367700; 25122628200; 36455008000","The imperative for open altmetrics","2014","Journal of Electronic Publishing","17","3","301","","","","7","10.3998/3336451.0017.301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908575928&doi=10.3998%2f3336451.0017.301&partnerID=40&md5=306c16ef27ee3b2f90e1a99c6d18dd44","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84908575928"
"Barbic D.; Tubman M.; Lam H.; Barbic S.","Barbic, David (8934338300); Tubman, Michelle (8676490500); Lam, Henry (55367068700); Barbic, Skye (23979646300)","8934338300; 8676490500; 55367068700; 23979646300","An Analysis of Altmetrics in Emergency Medicine","2016","Academic Emergency Medicine","23","3","","251","265","14","116","10.1111/acem.12898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960396883&doi=10.1111%2facem.12898&partnerID=40&md5=e96d64aa761044d6cc4b50059c044f6f","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84960396883"
"Scotti V.","Scotti, Valeria (54793584300)","54793584300","Bibliometrics and web use: The birth of altmetrics; [Bibliometria e uso del web: La nascita degli ""Altmetrics""]","2015","Recenti Progressi in Medicina","106","4","","176","179","3","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927144272&partnerID=40&md5=6f0f03ef886a4f2124b7183732b8c5f8","Article","Final","","Scopus","2-s2.0-84927144272"
"Reed K.; McFarland D.; Croft R.","Reed, Kathleen (55764089800); McFarland, Dana (58429395400); Croft, Rosie (15749977300)","55764089800; 58429395400; 15749977300","Laying the groundwork for a new library service: Scholar-practitioner & graduate student attitudes toward altmetrics and the curation of online profiles","2016","Evidence Based Library and Information Practice","11","2","","87","96","9","8","10.18438/b8j047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988978716&doi=10.18438%2fb8j047&partnerID=40&md5=200495781482fbc176660d148315550f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84988978716"
"Barnes C.","Barnes, Cameron (55820687600)","55820687600","The Use of Altmetrics as a Tool for Measuring Research Impact","2015","Australian Academic and Research Libraries","46","2","","121","134","13","57","10.1080/00048623.2014.1003174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930042360&doi=10.1080%2f00048623.2014.1003174&partnerID=40&md5=75a41bb68869d5975ec27dd80e3dcd42","Article","Final","","Scopus","2-s2.0-84930042360"
"Alhoori H.; Furuta R.","Alhoori, Hamed (36019848900); Furuta, Richard (57202663793)","36019848900; 57202663793","Do altmetrics follow the crowd or does the crowd follow altmetrics?","2014","Proceedings of the ACM/IEEE Joint Conference on Digital Libraries","","","6970193","375","378","3","24","10.1109/JCDL.2014.6970193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919384538&doi=10.1109%2fJCDL.2014.6970193&partnerID=40&md5=d388f5ef5003d3e5c0df81ee4451c9f1","Conference paper","Final","","Scopus","2-s2.0-84919384538"
"Baynes G.","Baynes, Grace (55189296600)","55189296600","Scientometrics, bibliometrics, altmetrics: Some introductory advice for the lost and bemused","2012","Insights: the UKSG Journal","25","3","","311","315","4","7","10.1629/2048-7754.25.3.311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878823419&doi=10.1629%2f2048-7754.25.3.311&partnerID=40&md5=94a9af95ba13c77cb0d80101043d6335","Short survey","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84878823419"
"Nelson M.R.S.","Nelson, Megan R Sapp (16402823900)","16402823900","Using altmetrics as an engineering faculty outreach tool","2016","ASEE Annual Conference and Exposition, Conference Proceedings","2016-June","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983344797&partnerID=40&md5=5603c28679aff63772cd5248a18743c6","Conference paper","Final","","Scopus","2-s2.0-84983344797"
"Llópez W.L.","Llópez, Wilson Llópez (57144662500)","57144662500","Altmetrics and other alternative indicators to measure knowledge diffusion; [Altmetrics y otros indicadores alternativos para la medición de la divulgación del conocimiento]","2014","Universitas Psychologica","13","5","","1645","","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962691071&partnerID=40&md5=da71baf8df9d01d8d82892d716a0b5d0","Editorial","Final","","Scopus","2-s2.0-84962691071"
"","","","Altmetrics and other Alternative Indicators to Measure Knowledge Diffusion","2014","Universitas Psychologica","13","5","","1645","1645","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120996466&partnerID=40&md5=96016f2026ba6b041adfe934c3d70e8b","Article","Final","","Scopus","2-s2.0-85120996466"
"Araújo R.F.","Araújo, Ronaldo Ferreira de (56975940000)","56975940000","Scientific digital marketing and altmetrics for academic journals: From visibility to engagement; [Marketing científico digital e métricas alternativas para periódicos: Da visibilidade ao engajamento]","2015","Perspectivas em Ciencia da Informacao","20","3","","67","84","17","17","10.1590/1981-5344/2402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948138516&doi=10.1590%2f1981-5344%2f2402&partnerID=40&md5=8ade6d8cc2d166e707e943a269715352","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84948138516"
"Barros M.","Barros, Moreno (56890548600)","56890548600","Altmetrics: Alternative metrics of scientific impact based on social media; [Altmetrics: Métricas alternativas de impacto científico com base em redes sociais]","2015","Perspectivas em Ciencia da Informacao","20","2","","19","37","18","23","10.1590/1981-5344/1782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943261380&doi=10.1590%2f1981-5344%2f1782&partnerID=40&md5=0558bd52067643f4b9aa15eea039cb20","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84943261380"
"Konkiel S.","Konkiel, Stacy (55825367700)","55825367700","Altmetrics a 21 st-century solution to determining research quality","2013","Online","37","4","","10","15","5","25","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884361245&partnerID=40&md5=6873d33f551fdf1d78f4bc6b227f526b","Review","Final","","Scopus","2-s2.0-84884361245"
"Piwowar H.","Piwowar, Heather (25122628200)","25122628200","Altmetrics: Value all research products","2013","Nature","493","7431","","159","","","306","10.1038/493159a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872161506&doi=10.1038%2f493159a&partnerID=40&md5=11440dd2e2936e1acd27bfe867fa0410","Note","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84872161506"
"Zahedi Z.; Costas R.; Wouters P.","Zahedi, Zohreh (56979210700); Costas, Rodrigo (9844625800); Wouters, Paul (7007025330)","56979210700; 9844625800; 7007025330","How well developed are altmetrics? A cross-disciplinary analysis of the presence of ‘alternative metrics’ in scientific publications","2014","Scientometrics","101","2","","1491","1513","22","289","10.1007/s11192-014-1264-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896060432&doi=10.1007%2fs11192-014-1264-0&partnerID=40&md5=a2673b7a1a12221b98cf7214bad5ef27","Article","Final","","Scopus","2-s2.0-84896060432"
"Zuccala A.A.; Verleysen F.T.; Cornacchia R.; Engels T.C.E.","Zuccala, Alesia A. (57223410220); Verleysen, Frederik T. (55533232600); Cornacchia, Roberto (23011203400); Engels, Tim C.E. (56575679800)","57223410220; 55533232600; 23011203400; 56575679800","Altmetrics for the humanities: Comparing Goodreads reader ratings with citations to history books","2015","Aslib Journal of Information Management","67","3","","320","336","16","67","10.1108/AJIM-11-2014-0152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929671567&doi=10.1108%2fAJIM-11-2014-0152&partnerID=40&md5=b830019efc7ebac7007df4089cb874d2","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84929671567"
"Melero R.","Melero, Remedios (57223672327)","57223672327","Altmetrics – A complement to conventional metrics","2015","Biochemia Medica","25","2","","152","160","8","120","10.11613/BM.2015.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930424552&doi=10.11613%2fBM.2015.016&partnerID=40&md5=410de1ecd3576bac169fae4b38d411ee","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84930424552"
"Sud P.; Thelwall M.","Sud, Pardeep (37666126300); Thelwall, Mike (57527841900)","37666126300; 57527841900","Evaluating altmetrics","2014","Scientometrics","98","2","","1131","1143","12","223","10.1007/s11192-013-1117-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892874350&doi=10.1007%2fs11192-013-1117-2&partnerID=40&md5=95ab9ba99b2aee2efd02d4b3158e3728","Article","Final","","Scopus","2-s2.0-84892874350"
"Alhoori H.; Furuta R.; Tabet M.; Samaka M.; Fox E.A.","Alhoori, Hamed (36019848900); Furuta, Richard (57202663793); Tabet, Myrna (55881576500); Samaka, Mohammed (6506511210); Fox, Edward A. (55947341700)","36019848900; 57202663793; 55881576500; 6506511210; 55947341700","Altmetrics for country-level research assessment","2014","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8839","","","59","64","5","13","10.1007/978-3-319-12823-8_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909638339&doi=10.1007%2f978-3-319-12823-8_7&partnerID=40&md5=0da10020b28d924999679e9ddcd32aeb","Article","Final","","Scopus","2-s2.0-84909638339"
"Kolahi J.","Kolahi, Jafar (14058230100)","14058230100","Altmetrics: A new emerging issue for dental research scientists","2015","Dental Hypotheses","6","1","","1","2","1","16","10.4103/2155-8213.150855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923101552&doi=10.4103%2f2155-8213.150855&partnerID=40&md5=1d7dfcc4af7374415a04e171a8a2425e","Editorial","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84923101552"
"Glänzel W.; Gorraiz J.","Glänzel, Wolfgang (7003697821); Gorraiz, Juan (36980578600)","7003697821; 36980578600","Usage metrics versus altmetrics: confusing terminology?","2015","Scientometrics","102","3","","2161","2164","3","63","10.1007/s11192-014-1472-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925482791&doi=10.1007%2fs11192-014-1472-7&partnerID=40&md5=a77db4fe58c15a8931e2a6aaf9f95925","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84925482791"
"Priem J.; Parra C.; Piwowar H.; Groth P.; Waagmeester A.","Priem, Jason (36455008000); Parra, Cristhian (35362592700); Piwowar, Heather (25122628200); Groth, Paul (8983775600); Waagmeester, Andra (25652418300)","36455008000; 35362592700; 25122628200; 8983775600; 25652418300","Uncovering impacts: A case study in using altmetrics tools","2012","CEUR Workshop Proceedings","903","","","40","44","4","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892430469&partnerID=40&md5=eb336b38cf8e3242aaedf8928c9a43bb","Conference paper","Final","","Scopus","2-s2.0-84892430469"
"Weller K.","Weller, Katrin (23986745200)","23986745200","Social media and altmetrics: An overview of current alternative approaches to measuring scholarly impact","2015","Incentives and Performance: Governance of Research Organizations","","","","261","276","15","58","10.1007/978-3-319-09785-5_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929467961&doi=10.1007%2f978-3-319-09785-5_16&partnerID=40&md5=0fd12f85cef3f3a046df94a89822b796","Book chapter","Final","","Scopus","2-s2.0-84929467961"
"Evers J.L.H.; Williams A.C.","Evers, J.L.H. (7102134549); Williams, Andrew C. (56789338000)","7102134549; 56789338000","Altmetrics, huh?","2016","Human Reproduction","31","1","","1","","","1","10.1093/humrep/dev297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957567054&doi=10.1093%2fhumrep%2fdev297&partnerID=40&md5=801a941ecbc1ececb0e0de1f293e1e2f","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84957567054"
"Haustein S.; Bowman T.D.; Costas R.","Haustein, Stefanie (36699779100); Bowman, Timothy D. (57189183302); Costas, Rodrigo (9844625800)","36699779100; 57189183302; 9844625800","Interpreting ‘altmetrics’: Viewing acts on social media through the lens of citation and social theories","2016","Theories of Informetrics and Scholarly Communication","","","","372","405","33","101","10.1515/9783110308464-022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097358208&doi=10.1515%2f9783110308464-022&partnerID=40&md5=e3f7e18cc441b2b05cbaa02b6a2b2489","Book chapter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85097358208"
"Kelley M.","Kelley, Michael (36680213000)","36680213000","Two architects of library discovery tools launch an altmetrics venture","2012","Library Journal","137","5","","","","3","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866859499&partnerID=40&md5=219b10c0f26205ad4d80795106ef4b8f","Article","Final","","Scopus","2-s2.0-84866859499"
"Kali A.","Kali, Arunava (53871579600)","53871579600","Scientific impact and altmetrics","2015","Indian Journal of Pharmacology","47","5","","570","571","1","3","10.4103/0253-7613.165184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944032251&doi=10.4103%2f0253-7613.165184&partnerID=40&md5=b1944077e371fb9a473f6e06d51c0938","Letter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84944032251"
"Otto C.M.","Otto, Catherine M (7202696525)","7202696525","Heartbeat: Altmetrics and cardiovascular risk factor studies","2015","Heart","101","24","","1931","1932","1","1","10.1136/heartjnl-2015-308995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951854666&doi=10.1136%2fheartjnl-2015-308995&partnerID=40&md5=5ef6e3d670a343a2b1380eecc6c0b57d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84951854666"
"Barthel S.; Tönnies S.; Köhncke B.; Siehndel P.; Balke W.-T.","Barthel, Simon (56035483000); Tönnies, Sascha (23398706000); Köhncke, Benjamin (18536272800); Siehndel, Patrick (24605700000); Balke, Wolf-Tilo (55882125200)","56035483000; 23398706000; 18536272800; 24605700000; 55882125200","What does Twitter Measure?: Influence of Diverse User Groups in Altmetrics","2015","Proceedings of the ACM/IEEE Joint Conference on Digital Libraries","2015-June","","","119","128","9","16","10.1145/2756406.2756913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952027070&doi=10.1145%2f2756406.2756913&partnerID=40&md5=8db1e43f5b58f007054dd62115ca392b","Conference paper","Final","","Scopus","2-s2.0-84952027070"
"Galligan F.; Dyas-Correi S.","Galligan, Finbar (55625365800); Dyas-Correi, Sharon (23024854400)","55625365800; 23024854400","Altmetrics: Rethinking the way we measure","2013","Serials Review","39","1","","56","61","5","28","10.1080/00987913.2013.10765486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023903019&doi=10.1080%2f00987913.2013.10765486&partnerID=40&md5=5f4c236c8bc39d453db59d6823e0db8b","Article","Final","","Scopus","2-s2.0-85023903019"
